	CHANNEL	AIR_DATE	TIME	DURATION	REF_ID	TITLE	EVENT_NAT_DEF
259	TVBNews	2019-11-01	08:13:25	20	S19663	SINCERE STORE-LUGGAGE/SPORTS WEAR	Commercial
260	TVBFIN	2019-11-01	08:13:31	15	M32023	MAX CHOICE-BLACK MACA	Commercial
261	TVBNews	2019-11-01	08:13:45	10	CGNA048431	SHK:50YRS FIN FILES	Promo
262	TVBFIN	2019-11-01	08:13:46	30	F44137	FORTOCOOL PAIN PATCH	Commercial
263	TVBNews	2019-11-01	08:13:55	15	JUD9279444	NEWS MAG-=	Promo
264	TVBNews	2019-11-01	08:14:10	10	AGN1201341	WELL LINK:STOCK INDEX=	Promo
265	TVBFIN	2019-11-01	08:14:16	30	E07750	EA-2019 DC ELECTION(GENERAL    EA 385	API / GIS
266	TVBFIN	2019-11-01	08:14:46	20	JUD9805003	PORTUGUESE AR W-&=A	Promo
267	TVBNews	2019-11-01	08:15:20	10	H17399	HAITONG INT'L PR:HEADLINES B.B.	Commercial
268	TVBNews	2019-11-01	08:15:30	15	H14527	HIN SANG HONG-COUGH & COLD REMEDY	Commercial
269	TVBNews	2019-11-01	08:15:45	15	JTDA696445	ROLEX:SPIRIT(TD200(C(A	Promo
270	TVBNews	2019-11-01	08:16:00	10	JGN9870010	MPL:STORY MINGLAN-&=A	Promo
271	J2	2019-11-01	08:16:09	20	BUDA415436	MIRROR CRACK(SAT2215A	Promo
272	TVBNews	2019-11-01	08:16:10	10	CGN0014381	MIDLAND:A CLOSER LOOK	Promo
273	TVBNews	2019-11-01	08:16:20	6	COP0003191	AIRLAND:TRAFFIC(OPENID	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
274	J2	2019-11-01	08:16:29	20	JUD9805001	PORTUGUESE AR W-&=A	Promo
275	J2	2019-11-01	08:16:49	20	P16989	PROMISE FINANCE #BCO	Commercial
276	J2	2019-11-01	08:17:09	15	C22087	COTTEX-DISNEY-TVB WEEKLY #A	Commercial
277	J2	2019-11-01	08:17:24	30	C22552	CHIMELONG OCEAN-GUANGZHOU	Commercial
278	J2	2019-11-01	08:17:54	15	C22121	CENTRO	Commercial
279	J2	2019-11-01	08:18:09	20	E07749	ENFINITAS MILK POWDER	Commercial
280	TVBNews	2019-11-01	08:18:26	10	A10354	AIRLAND SP:TRAFFIC REPORT B.B.	Commercial
281	J2	2019-11-01	08:18:29	20	R07977	REDOXON	Commercial
282	TVBNews	2019-11-01	08:18:36	30	P16932	PUBLIC BANK #SAVING	Commercial
283	J2	2019-11-01	08:18:49	30	E07750	EA-2019 DC ELECTION(GENERAL    EA 385	API / GIS
284	TVBNews	2019-11-01	08:19:06	20	BTDA395435	GAINFULL:SEE(CJ)2100=A	Promo
285	J2	2019-11-01	08:19:19	20	ATD1198445	EATING W/WISDOM(203&=A	Promo
286	TVBNews	2019-11-01	08:26:16	10	P16998	PRINCE J.& W SP:EARTH LIVE-B.B.	Commercial
287	TVBFIN	2019-11-01	08:26:21	10	GDP	GLOBAL MARKET BULLETIN	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
288	TVBNews	2019-11-01	08:26:26	30	U04017	UNITED ASIA FINANCE-T7	Commercial
289	TVBFIN	2019-11-01	08:26:31	20	ATD0985844	SUCCESS CA(213/22-&=A	Promo
290	TVBFIN	2019-11-01	08:26:51	10	H16474	HOTELS COMBINED.COM	Commercial
291	TVBNews	2019-11-01	08:26:56	15	D09201	DERMATIX	Commercial
292	TVBFIN	2019-11-01	08:27:01	30	E07600	EGO FINANCE #M	Commercial
293	TVBNews	2019-11-01	08:27:11	20	E07734	EK IMMIGRATION CONSULTING #B	Commercial
294	TVBNews	2019-11-01	08:27:31	15	S19265	SOFAMARK	Commercial
295	TVBFIN	2019-11-01	08:27:31	15	A10496	APPLE STORAGE	Commercial
296	TVBNews	2019-11-01	08:27:46	10	CGNA046266	TITAN:WELFARE WEEKLY	Promo
297	TVBFIN	2019-11-01	08:27:46	15	A10291	AGILE GARDEN-HUI YANG	Commercial
298	TVBNews	2019-11-01	08:27:56	20	JTD9886445	FINDING VOICE-&=A	Promo
299	TVBFIN	2019-11-01	08:28:01	30	H17347	HKMC ANNUITY BRANDING - MG14	Commercial
300	TVBNews	2019-11-01	08:28:16	10	AGN0896055	UBS:WARRANT(1035-=	Promo
301	TVBNews	2019-11-01	08:28:26	10	BGN0072943	PET WONDER(SAT1930=A	Promo
302	TVBFIN	2019-11-01	08:28:31	30	M32709	MIELE KITCHEN - GENERATION 7000  NDL	Commercial
303	TVBNews	2019-11-01	08:28:36	30	JUD0361441	PROG PRESENT 2020-&=A	Promo
304	TVBFIN	2019-11-01	08:29:01	30	S19440	SME PACKAGE PROMO	Commercial
305	TVBNews	2019-11-01	08:29:06	30	AGT1078445	GREAT WALL(1830-&=A	Promo
306	TVBFIN	2019-11-01	08:29:31	20	JIM0234024	52 ANN(SKATEBOARD-&=	Promo
307	TVBNews	2019-11-01	08:29:36	10	CGNA030001	QIVARO:MEDICAL	Promo
308	TVBNews	2019-11-01	08:29:46	30	E07750	EA-2019 DC ELECTION(GENERAL    EA 385	API / GIS
309	TVBFIN	2019-11-01	08:29:51	10	AID0001210	FIN & INFO(ID	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
310	J2	2019-11-01	08:31:45	20	BUD0668942	SWEET:RUNNINGM(CJ)21=A	Promo
311	J2	2019-11-01	08:32:05	20	JGN9870436	MPL:STORY MINGLAN-&=A	Promo
312	J2	2019-11-01	08:32:25	20	C22879	COLTAIN HOT REMEDY	Commercial
313	J2	2019-11-01	08:32:45	30	M32610	MYTV SUPER-GIGI COOK	Commercial
314	J2	2019-11-01	08:33:15	20	M31153	MIRAMAR TRAVEL	Commercial
315	J2	2019-11-01	08:33:35	20	P16989	PROMISE FINANCE #BCO	Commercial
316	J2	2019-11-01	08:33:55	30	E07724	ENCHANTEUR SHOWER	Commercial
317	J2	2019-11-01	08:34:25	30	D08012	DEPT OF HEALTH-BREASTFEEDING   MD 268	API / GIS
318	J2	2019-11-01	08:34:55	20	JUDA649446	WK:TERMIN(SAT213(C(A	Promo
319	TVBNews	2019-11-01	08:42:53	10	M27429	MA SAI LEUNG TONG BOUWAIDAN	Commercial
320	TVBNews	2019-11-01	08:43:03	30	C22552	CHIMELONG OCEAN-GUANGZHOU	Commercial
321	TVBNews	2019-11-01	08:43:33	15	C22898	CHEUNG KUNG KOON REST.	Commercial
322	TVBNews	2019-11-01	08:43:48	10	S19592	SUPPORT HK-ARTISTS-#4	Commercial
323	TVBNews	2019-11-01	08:43:58	30	U04019	UNITED ASIA FINANCE-N5	Commercial
324	TVBNews	2019-11-01	08:44:28	5	B10556	BLESS DR.DETOX	Commercial
325	TVBNews	2019-11-01	08:44:33	15	CGNA047341	LONGJIANG:NEW VISION	Promo
326	TVBFIN	2019-11-01	08:44:45	20	JTD9886445	FINDING VOICE-&=A	Promo
327	TVBNews	2019-11-01	08:44:48	20	JTD9662910	FARAWAY BRIDES-&=A	Promo
328	TVBFIN	2019-11-01	08:45:05	15	H16889	28HSE.COM	Commercial
329	TVBNews	2019-11-01	08:45:08	20	AUD1100944	KAMKOK:SPORT(203/23&=A	Promo
330	J2	2019-11-01	08:45:15	20	BUDA416001	GROWING UP(SUN1835A	Promo
331	TVBFIN	2019-11-01	08:45:20	10	M32194	MYTV SUPER PROMO	Commercial
332	TVBNews	2019-11-01	08:45:28	10	BGNA327436	LAW OF JUNGLE(SAT210=A	Promo
333	TVBFIN	2019-11-01	08:45:30	10	V04218	VINTEAIL-S 7IN 1	Commercial
334	J2	2019-11-01	08:45:35	60	U04023	UNITED NATION HIGH COM.REFUGEE	Commercial
335	TVBNews	2019-11-01	08:45:38	15	JUD9281441	SUN REPORT-=	Promo
336	TVBFIN	2019-11-01	08:45:40	10	J04190	J.P.MORGAN:WARRANTS PROMO	Commercial
337	TVBFIN	2019-11-01	08:45:50	30	F44137	FORTOCOOL PAIN PATCH	Commercial
338	TVBNews	2019-11-01	08:45:53	20	ATD1198445	EATING W/WISDOM(203&=A	Promo
339	TVBNews	2019-11-01	08:46:13	10	CGN0017381	MIDLAND:MARKET OP(0930	Promo
340	TVBFIN	2019-11-01	08:46:20	15	I07039	I CHOICE #P.LOAN	Commercial
341	TVBNews	2019-11-01	08:46:23	30	D08012	DEPT OF HEALTH-BREASTFEEDING   MD 268	API / GIS
342	J2	2019-11-01	08:46:35	20	E07749	ENFINITAS MILK POWDER	Commercial
343	TVBFIN	2019-11-01	08:46:35	10	M32761	MAX CHOICE-CORDYCEPS	Commercial
344	TVBFIN	2019-11-01	08:46:45	30	E07771	EXPEDIA.COM	Commercial
345	J2	2019-11-01	08:46:55	30	C22891	CHINA MERCHANTS GROUP	Commercial
346	TVBFIN	2019-11-01	08:47:15	10	V04218	VINTEAIL-S 7IN 1	Commercial
347	J2	2019-11-01	08:47:25	15	C22897	CRYSTAL MOIST	Commercial
348	TVBFIN	2019-11-01	08:47:25	30	H17389	HK MONETARY AUTHORITY-MA30	Commercial
349	J2	2019-11-01	08:47:40	30	K08043	KOREA TOURISM ORGANIZATION	Commercial
350	TVBFIN	2019-11-01	08:47:55	30	D08012	DEPT OF HEALTH-BREASTFEEDING   MD 268	API / GIS
351	J2	2019-11-01	08:48:10	20	R07977	REDOXON	Commercial
352	TVBFIN	2019-11-01	08:48:25	20	JUD9801944	LIZA'S ON LINE-&=A	Promo
353	J2	2019-11-01	08:48:30	20	JIM0234027	52 ANN(OPERA-&=	Promo
354	TVBNews	2019-11-01	08:57:10	10	P16998	PRINCE J.& W SP:EARTH LIVE-B.B.	Commercial
355	TVBFIN	2019-11-01	08:57:11	10	GDP	WEALTH 360O	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
356	TVBNews	2019-11-01	08:57:20	10	H17237	HKHCL-ZHUI FENG H.L.PILL-MANN/WAT	Commercial
357	TVBFIN	2019-11-01	08:57:21	20	C22809	CHINA RESOURCES GROUP INFO	Info Service Count as Program Time
358	TVBNews	2019-11-01	08:57:30	10	L08076	LONADERM CREAM	Commercial
359	TVBNews	2019-11-01	08:57:40	10	CGNA052426	TAISHAN:CARING ELDERLY	Promo
360	TVBFIN	2019-11-01	08:57:41	5	C22748	CHINA RESOURCES GP INFO B.B.	Info Service Count as Program Time
361	TVBFIN	2019-11-01	08:57:46	15	JTD9988445	BILLION PROP:LO&BE-&=A	Promo
362	TVBNews	2019-11-01	08:57:50	30	V04238	VIARTRIL-S JOINT	Commercial
363	TVBFIN	2019-11-01	08:58:01	20	JTD9929445	KONEW:MAN WHO KILL-&=A	Promo
364	TVBNews	2019-11-01	08:58:20	20	BTDA401445	HKJC-HORIZON(J2)2605=	Promo
365	TVBFIN	2019-11-01	08:58:21	30	F44137	FORTOCOOL PAIN PATCH	Commercial
366	TVBNews	2019-11-01	08:58:40	20	JIM0234425	TVB ANN IMAGE(ID-&=	Promo
367	TVBFIN	2019-11-01	08:58:51	20	AUD1100944	KAMKOK:SPORT(203/23&=A	Promo
368	TVBNews	2019-11-01	08:59:00	10	AGN0897055	MORGAN:WARRANT(1010-=	Promo
369	TVBNews	2019-11-01	08:59:10	30	AGT1186002	CULINARY(193/23-&=A	Promo
370	TVBFIN	2019-11-01	08:59:11	5	G07163	GOLDEN WORLD MOTOR SP:SPORT B.B.	Commercial Tag on
371	TVBFIN	2019-11-01	08:59:16	10	CGNA052426	TAISHAN:CARING ELDERLY	Promo
372	TVBFIN	2019-11-01	08:59:26	30	AGT1186002	CULINARY(193/23-&=A	Promo
373	TVBNews	2019-11-01	08:59:40	10	CGNA028001	MPL:HK HISTORICAL	Promo
374	TVBNews	2019-11-01	08:59:50	10	CIDA001002	"STATION ID(10"")"	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
375	TVBFIN	2019-11-01	08:59:56	5	AID0001205	FIN & INFO(ID	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
376	J2	2019-11-01	09:00:10	10	GDP	ATTACK OF BACKPACKER GIRL(SWEET DREAM)	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
377	J2	2019-11-01	09:00:20	20	BTDA362435	FASHION LIFE(FRI1930=A	Promo
378	J2	2019-11-01	09:00:40	20	BUDA266944	YOUNG(CJ)M,T,T,F2135=A	Promo
379	J2	2019-11-01	09:01:00	15	C22087	COTTEX-DISNEY-TVB WEEKLY #A	Commercial
380	J2	2019-11-01	09:01:15	30	H17389	HK MONETARY AUTHORITY-MA30	Commercial
381	J2	2019-11-01	09:01:45	15	P16470	PAMPERS LE PANTS S7	Commercial
382	J2	2019-11-01	09:02:00	20	N10320	NIVEA BODY LOTION	Commercial
383	J2	2019-11-01	09:02:20	10	H16474	HOTELS COMBINED.COM	Commercial
384	J2	2019-11-01	09:02:30	30	BUD1012437	SOLITARY(SUN2245A	Promo
385	J2	2019-11-01	09:03:00	30	JIMA860001	LOVING EARTH(C	Promo
386	J2	2019-11-01	09:03:30	10	BIDA001002	"STATION ID(10"")"	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
387	J2	2019-11-01	09:03:40	5	S19614	SWEET DREAM SP:BACKPACKER BB	Commercial
388	J2	2019-11-01	09:03:45	10	BANA002002	LANG ANN(IN CANT/PTH)	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
389	TVBNews	2019-11-01	09:15:02	10	P16879	PIEN TZE HUANG SP:NEW VISION B.B.	Commercial
390	TVBFIN	2019-11-01	09:15:04	20	ATD1198445	EATING W/WISDOM(203&=A	Promo
391	TVBNews	2019-11-01	09:15:12	30	U04020	UNITED ASIA FINANCE-D5	Commercial
392	TVBFIN	2019-11-01	09:15:24	20	AGN1208001	FIGHTING MMA(24-&=A	Promo
393	TVBNews	2019-11-01	09:15:42	30	M23546	MIRAMAR TRAVEL	Commercial
394	TVBFIN	2019-11-01	09:15:44	30	F44137	FORTOCOOL PAIN PATCH	Commercial
395	TVBNews	2019-11-01	09:16:12	20	ATD0985844	SUCCESS CA(213/22-&=A	Promo
396	TVBFIN	2019-11-01	09:16:14	15	C22121	CENTRO	Commercial
397	J2	2019-11-01	09:16:26	20	BLHA419001	ASIA'S APPETIZ(1930=A	Promo
398	TVBFIN	2019-11-01	09:16:29	10	AGN0896055	UBS:WARRANT(1035-=	Promo
399	TVBNews	2019-11-01	09:16:32	20	BLHA419001	ASIA'S APPETIZ(1930=A	Promo
400	TVBFIN	2019-11-01	09:16:39	5	U03527	UBS SP:WARRANTS B.B.	Commercial Tag on
401	TVBFIN	2019-11-01	09:16:44	10	CGNA046266	TITAN:WELFARE WEEKLY	Promo
402	J2	2019-11-01	09:16:46	10	BGNA386431	KUONI:HIP-SCAN(203=A	Promo
403	TVBNews	2019-11-01	09:16:52	30	AUD1069444	LEADER(2030-&=A	Promo
404	TVBFIN	2019-11-01	09:16:54	10	JUD9758442	CH OILFIELD:ERA(193-&=	Promo
405	J2	2019-11-01	09:16:56	10	S19595	SUPPORT HK-ARTISTS-#7	Commercial
406	J2	2019-11-01	09:17:06	5	I07191	IDEAS FOR HK	Commercial
407	J2	2019-11-01	09:17:11	15	F44130	FILM:TERMINATOR DARK FATE-TD     4-830	Commercial
408	TVBNews	2019-11-01	09:17:22	20	JUD9696944	SKIN BIOTICS:FUN AB&=A	Promo
409	J2	2019-11-01	09:17:26	30	E07724	ENCHANTEUR SHOWER	Commercial
410	TVBNews	2019-11-01	09:17:42	20	BUDA266944	YOUNG(CJ)M,T,T,F2135=A	Promo
411	J2	2019-11-01	09:17:56	10	B10593	BIG B.S.-MINI WASHING DEVICE	Commercial
412	TVBNews	2019-11-01	09:18:02	20	JTD9929445	KONEW:MAN WHO KILL-&=A	Promo
413	J2	2019-11-01	09:18:06	5	H17404	HIN SANG HONG COUGH RELIEVE	Commercial
414	J2	2019-11-01	09:18:11	20	P16437	PUBLIC FINANCE #TRAVEL	Commercial
415	TVBNews	2019-11-01	09:18:22	10	CGNA032931	HK JOCKEY:SPORTSPEDIA	Promo
416	J2	2019-11-01	09:18:31	30	I06864	IMMD-FACILIATION MEASURES      ID 180	API / GIS
417	J2	2019-11-01	09:19:01	10	BGNA327436	LAW OF JUNGLE(SAT210=A	Promo
418	J2	2019-11-01	09:19:11	20	JUD9801944	LIZA'S ON LINE-&=A	Promo
419	J2	2019-11-01	09:19:31	20	ATD0985844	SUCCESS CA(213/22-&=A	Promo
420	TVBFIN	2019-11-01	09:22:00	30	AGT1078445	GREAT WALL(1830-&=A	Promo
421	TVBFIN	2019-11-01	09:22:30	30	I06864	IMMD-FACILIATION MEASURES      ID 180	API / GIS
422	TVBFIN	2019-11-01	09:23:00	5	B10137	BOCI SP:WARRANTS B.B	Commercial
423	TVBNews	2019-11-01	09:25:00	20	G07358	GIORMANI-SESAME STREET-LAST 3 DAY	Commercial
424	TVBNews	2019-11-01	09:25:20	30	S19551	SEIKO WATCH-GRAND	Commercial
425	TVBNews	2019-11-01	09:25:50	30	U04017	UNITED ASIA FINANCE-T7	Commercial
426	TVBNews	2019-11-01	09:26:20	15	H17030	HOUSE 101	Commercial
427	TVBNews	2019-11-01	09:26:35	5	CIM0003103	TVB NEWS IMAGE	Promo
428	TVBNews	2019-11-01	09:26:40	20	BTDA407435	SUGARHOLICTAIWAN(190=A	Promo
429	TVBNews	2019-11-01	09:27:00	20	JUD9801944	LIZA'S ON LINE-&=A	Promo
430	TVBNews	2019-11-01	09:27:20	90	JIM0234020	52 ANN(MEMORY-&=	Promo
431	TVBFIN	2019-11-01	09:28:12	5	B10137	BOCI SP:WARRANTS B.B	Commercial
432	TVBFIN	2019-11-01	09:28:17	20	JTD9662910	FARAWAY BRIDES-&=A	Promo
433	TVBFIN	2019-11-01	09:28:37	20	JIM0234025	52 ANN(SWIM-&=	Promo
434	TVBNews	2019-11-01	09:28:50	20	JUDA626447	WK:10 CLOV(SUN213(C(A	Promo
435	TVBFIN	2019-11-01	09:28:57	30	AGN1196432	LEEMANSAN:BATTLE(193=A	Promo
436	TVBNews	2019-11-01	09:29:10	10	CGN0005341	CENTRO:GLOBAL(M-F)2240	Promo
437	TVBNews	2019-11-01	09:29:20	30	I06864	IMMD-FACILIATION MEASURES      ID 180	API / GIS
438	TVBFIN	2019-11-01	09:29:27	5	L09186	LEE MAN SHAN SP:BATTLE B.B.	Commercial Tag on
439	TVBFIN	2019-11-01	09:29:32	15	JUD9280444	ZURICH W:FIN MAG-=	Promo
440	TVBFIN	2019-11-01	09:29:47	20	ATD0985844	SUCCESS CA(213/22-&=A	Promo
441	TVBNews	2019-11-01	09:29:50	10	CIDA001002	"STATION ID(10"")"	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
442	J2	2019-11-01	09:30:12	5	S19614	SWEET DREAM SP:BACKPACKER BB	Commercial
443	J2	2019-11-01	09:30:17	10	GDP	IWALKER - ONE TWO FREE (VIII)	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
444	J2	2019-11-01	09:30:27	20	BTDA395435	GAINFULL:SEE(CJ)2100=A	Promo
445	J2	2019-11-01	09:30:47	15	BUDA325441	BIG BOYS(M-FRI(A	Promo
446	J2	2019-11-01	09:31:02	15	H16757	HOTELS COMBINED.COM	Commercial
447	J2	2019-11-01	09:31:17	10	V04218	VINTEAIL-S 7IN 1	Commercial
448	J2	2019-11-01	09:31:27	30	E07724	ENCHANTEUR SHOWER	Commercial
449	J2	2019-11-01	09:31:57	20	C22879	COLTAIN HOT REMEDY	Commercial
450	J2	2019-11-01	09:32:17	10	V04218	VINTEAIL-S 7IN 1	Commercial
451	J2	2019-11-01	09:32:27	20	P16435	PUBLIC FINANCE #CARD	Commercial
452	TVBFIN	2019-11-01	09:32:30	15	JTD9988445	BILLION PROP:LO&BE-&=A	Promo
453	TVBFIN	2019-11-01	09:32:45	15	A10496	APPLE STORAGE	Commercial
454	J2	2019-11-01	09:32:47	10	BGNA379436	WAROTEN(CJ)SATSUN180(A	Promo
455	J2	2019-11-01	09:32:57	20	JUD9804443	INSPIRING JOUR-&=A	Promo
456	TVBFIN	2019-11-01	09:33:00	30	M32610	MYTV SUPER-GIGI COOK	Commercial
457	J2	2019-11-01	09:33:17	15	JTDA696445	ROLEX:SPIRIT(TD200(C(A	Promo
458	TVBFIN	2019-11-01	09:33:30	30	AUD1069444	LEADER(2030-&=A	Promo
459	J2	2019-11-01	09:33:32	10	BIDA001002	"STATION ID(10"")"	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
460	J2	2019-11-01	09:33:42	3	BANA004910	INDIRECT AD	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
461	J2	2019-11-01	09:33:45	10	BANA002002	LANG ANN(IN CANT/PTH)	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
462	TVBNews	2019-11-01	09:36:20	10	M32627	MIDLAND REALTY PR:MARKET OPEN B.B	Commercial
463	TVBNews	2019-11-01	09:36:30	15	M32063	MASERATI CAR	Commercial
464	TVBNews	2019-11-01	09:36:45	20	P16973	PROMISE FINANCE #PAN	Commercial
465	TVBNews	2019-11-01	09:37:05	20	G07358	GIORMANI-SESAME STREET-LAST 3 DAY	Commercial
466	TVBNews	2019-11-01	09:37:25	20	JGT7113444	YOU'RE HIRED(2350-&=A	Promo
467	TVBNews	2019-11-01	09:37:45	30	AUD1231444	FOOD DELI(193-&=A	Promo
468	TVBNews	2019-11-01	09:38:15	30	JGNA706001	ORIENTAL:SPECT CP(C(A	Promo
469	TVBNews	2019-11-01	09:38:45	20	JUD9804443	INSPIRING JOUR-&=A	Promo
470	TVBNews	2019-11-01	09:39:05	15	AGN1043001	CENTA:PROP EX(S,S(-=A	Promo
471	TVBNews	2019-11-01	09:39:20	20	JGNA850002	ANNIVERSARY SP CP2(C(A	Promo
472	TVBNews	2019-11-01	09:39:40	10	CGN0003191	AIRLAND:TRAFFIC074,081	Promo
473	TVBNews	2019-11-01	09:39:50	30	E06770	EP-STRENGTHEN OF LPG & PETROL  EP 154	API / GIS
474	TVBFIN	2019-11-01	09:42:11	30	JUD0361441	PROG PRESENT 2020-&=A	Promo
475	TVBFIN	2019-11-01	09:42:41	20	JUD9804443	INSPIRING JOUR-&=A	Promo
476	TVBFIN	2019-11-01	09:43:01	30	H17347	HKMC ANNUITY BRANDING - MG14	Commercial
477	TVBFIN	2019-11-01	09:43:31	10	P16808	PRINCE JEWELLERY	Commercial
478	TVBFIN	2019-11-01	09:43:41	10	S19619	SUPPORT HK-ARTISTS-#26	Commercial
479	TVBFIN	2019-11-01	09:43:51	15	J04025	JENFORT WATER HEATER	Commercial
480	TVBFIN	2019-11-01	09:44:06	30	E06770	EP-STRENGTHEN OF LPG & PETROL  EP 154	API / GIS
481	TVBFIN	2019-11-01	09:44:36	15	AGN1043001	CENTA:PROP EX(S,S(-=A	Promo
482	TVBFIN	2019-11-01	09:44:51	5	C22544	CENTALINE SP:EXPERT B.B.	Commercial Tag on
483	TVBFIN	2019-11-01	09:44:56	20	JUD9696944	SKIN BIOTICS:FUN AB&=A	Promo
484	TVBFIN	2019-11-01	09:45:16	20	AUD1101944	DOLCE VITA(2330-=A	Promo
485	TVBFIN	2019-11-01	09:45:36	5	B08785	BNP SP:WARRANTS-OP	Commercial
486	J2	2019-11-01	09:45:47	20	BUDA405441	ALL THINGS(MTTF2205A	Promo
487	J2	2019-11-01	09:46:07	20	AUD1100944	KAMKOK:SPORT(203/23&=A	Promo
488	J2	2019-11-01	09:46:27	15	P16929	PUBLIC BANK #SAVING	Commercial
489	J2	2019-11-01	09:46:42	15	H17248	HK SCHOOL OF MOTORING	Commercial
490	J2	2019-11-01	09:46:57	30	O07267	ORAL B-OCP ENGINEER TB/TP GUMLINE	Commercial
491	J2	2019-11-01	09:47:27	30	R07968	ROYAL MEDIC-CS4-MANNINGS	Commercial
492	J2	2019-11-01	09:47:57	15	E07772	EXPEDIA.COM	Commercial
493	J2	2019-11-01	09:48:12	30	E06770	EP-STRENGTHEN OF LPG & PETROL  EP 154	API / GIS
494	J2	2019-11-01	09:48:42	20	JTD9662910	FARAWAY BRIDES-&=A	Promo
495	TVBFIN	2019-11-01	09:50:42	5	B08798	BNP SP:WARRANTS-CL	Commercial
496	TVBFIN	2019-11-01	09:50:47	20	JTD9886445	FINDING VOICE-&=A	Promo
497	TVBFIN	2019-11-01	09:51:07	5	H17083	HIN SANG PIPA JUHONG HONEY	Commercial
498	TVBFIN	2019-11-01	09:51:12	15	E07597	EGO FINANCE #S	Commercial
499	TVBFIN	2019-11-01	09:51:27	30	B10554	BIG B.S.-ESSENCE/S.FOOD/SKIN CARE	Commercial
500	TVBNews	2019-11-01	09:51:30	90	M32701	MEDECINS SANS FRONTIERES	Commercial
501	TVBFIN	2019-11-01	09:51:57	10	AGN0950405	CH.UNICOM:FIN NEW(22-=	Promo
502	TVBFIN	2019-11-01	09:52:07	5	C22882	CHINA UNICOM SP:FIN 10 B.B.	Commercial Tag on
503	TVBFIN	2019-11-01	09:52:12	30	AGN0803425	IN BELLY CITY(183&-A	Promo
504	TVBNews	2019-11-01	09:53:00	15	W16276	WAI YUEN TONG-MONKEY POWDER	Commercial
505	TVBNews	2019-11-01	09:53:15	15	JUD9280444	ZURICH W:FIN MAG-=	Promo
506	TVBNews	2019-11-01	09:58:24	10	G07249	GLORY SUN FIN PR:MARKET UPDATE BB	Commercial
507	TVBNews	2019-11-01	09:58:34	20	BTDA186435	STIEBEL:THAI(CJ)2030=A	Promo
508	TVBNews	2019-11-01	09:58:54	30	JCP0366421	ANN DRAMA CP-&=A	Promo
509	TVBNews	2019-11-01	09:59:24	10	AGN0950405	CH.UNICOM:FIN NEW(22-=	Promo
510	TVBNews	2019-11-01	09:59:34	10	CGNA016331	BOC:INT'L NEWS FILE	Promo
511	TVBNews	2019-11-01	09:59:44	10	CIDA001002	"STATION ID(10"")"	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
512	J2	2019-11-01	10:00:28	10	BGTA407435	SUGARHOLICTAIWAN(190=A	Promo
513	J2	2019-11-01	10:00:38	20	JUDA626447	WK:10 CLOV(SUN213(C(A	Promo
514	J2	2019-11-01	10:00:58	15	I07039	I CHOICE #P.LOAN	Commercial
515	J2	2019-11-01	10:01:13	20	N10320	NIVEA BODY LOTION	Commercial
516	J2	2019-11-01	10:01:33	30	M32727	MYTV SUPER-ALEX FONG 4.5KM LIVE	Commercial
517	J2	2019-11-01	10:02:03	15	T18074	TRIVAGO.COM-DAD	Commercial
518	J2	2019-11-01	10:02:18	30	BUD1012437	SOLITARY(SUN2245A	Promo
519	TVBFIN	2019-11-01	10:02:29	20	JTD9929445	KONEW:MAN WHO KILL-&=A	Promo
520	TVBFIN	2019-11-01	10:02:49	20	JUD0115744	JSG-A	Promo
521	TVBFIN	2019-11-01	10:03:09	15	T18074	TRIVAGO.COM-DAD	Commercial
522	TVBFIN	2019-11-01	10:03:24	30	M32709	MIELE KITCHEN - GENERATION 7000  NDL	Commercial
523	TVBFIN	2019-11-01	10:03:54	10	P16891	PRINCE J.& W -PEONIA DIAMOND	Commercial
524	TVBFIN	2019-11-01	10:04:04	30	L07959	LABOUR DEPT-RIGHT & OBLIGATION LD 193	API / GIS
525	TVBFIN	2019-11-01	10:04:34	20	AGN1125001	CCT OIL:RETI(203/24&=A	Promo
526	TVBFIN	2019-11-01	10:04:54	5	C22431	CHI CHUN TANG SP:REVEL B.B	Commercial Tag on
